,CODE,SERIAL,NAME,TYPE1,TYPE2,COLOR,ABILITY1,ABILITY2,ABILITY HIDDEN,GENERATION,HEIGHT,WEIGHT,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,TOTAL
407,#175,#365,Walrein,Ice,Water,Blue,Thick Fat,Ice BodyGen IV+,Oblivious ,3,1.4,150.6,110,80,90,95,90,65,530
408,#176,#366,Clamperl,Water,0,Blue,Shell Armor,0,Rattled ,3,0.4,52.5,35,64,85,74,55,32,345
409,#177,#367,Huntail,Water,0,Blue,Swift Swim,0,Water Veil ,3,1.7,27.0,55,104,105,94,75,52,485
410,#178,#368,Gorebyss,Water,0,Pink,Swift Swim,0,Hydration ,3,1.8,22.6,55,84,105,114,75,52,485
411,#179,#369,Relicanth,Water,Rock,Gray,Swift Swim,Rock Head,Sturdy ,3,1.0,23.4,100,90,130,45,65,55,485
412,#183,#370,Luvdisc,Water,0,Pink,Swift Swim,0,Hydration ,3,0.6,8.7,43,30,55,40,65,97,330
413,#187,#371,Bagon,Dragon,0,Blue,Rock Head,0,Sheer Force ,3,0.6,42.1,45,75,60,40,30,50,300
414,#188,#372,Shelgon,Dragon,0,White,Rock Head,0,Overcoat ,3,1.1,110.5,65,95,100,60,50,50,420
415,#189,#373,Salamence,Dragon,Flying,Blue,IntimidateSalamence,0,Moxie ,3,1.5,102.6,95,135,80,110,80,100,600
416,#190,#374,Beldum,Steel,Psychic,Blue,Clear Body,0,Light Metal ,3,0.6,95.2,40,55,80,35,60,30,300
417,#191,#375,Metang,Steel,Psychic,Blue,Clear Body,0,Light Metal ,3,1.2,202.5,60,75,100,55,80,50,420
418,#192,#376,Metagross,Steel,Psychic,Blue,Clear BodyMetagross,0,Light Metal ,3,1.6,550.0,80,135,130,95,90,70,600
419,#193,#377,Regirock,Rock,0,Brown,Clear Body,0,Sturdy ,3,1.7,230.0,80,100,200,50,100,50,580
420,#194,#378,Regice,Ice,0,Blue,Clear Body,0,Ice Body ,3,1.8,175.0,80,50,100,100,200,50,580
421,#195,#379,Registeel,Steel,0,Gray,Clear Body,0,Light Metal ,3,1.9,205.0,80,75,150,75,150,50,580
422,#196,#380,Latias,Dragon,Psychic,Red,0,0,Cacophony ,3,1.4,40.0,80,80,90,110,130,110,600
423,#197,#381,Latios,Dragon,Psychic,Blue,0,0,Cacophony ,3,2.0,60.0,80,90,80,130,110,110,600
424,#198,#382,Kyogre,Water,0,Blue,DrizzleKyogre,0,Cacophony ,3,4.5,352.0,100,100,90,150,140,90,670
425,#199,#383,Groudon,Ground,0,Red,DroughtGroudon,0,Cacophony ,3,3.5,950.0,100,150,140,100,90,90,670
426,#200,#384,Rayquaza,Dragon,Flying,Green,Air LockRayquaza,0,Cacophony ,3,7.0,206.5,105,150,90,150,90,95,680
427,#201,#385,Jirachi,Steel,Psychic,Yellow,0,0,Cacophony ,3,0.3,1.1,100,100,100,100,100,100,600
428,#202,#386,Deoxys,Psychic,0,Red,0,0,Cacophony ,3,1.7,60.8,50,150,50,150,50,150,600
429,#202,#386,Deoxys,Psychic,0,Red,0,0,Cacophony ,3,1.7,60.8,50,150,50,150,50,150,600
430,#202,#386,Deoxys,Psychic,0,Red,0,0,Cacophony ,3,1.7,60.8,50,150,50,150,50,150,600
431,#202,#386,Deoxys,Psychic,0,Red,0,0,Cacophony ,3,1.7,60.8,50,150,50,150,50,150,600
432,#001,#387,Turtwig,Grass,0,Green,Overgrow,0,Shell Armor ,4,0.4,10.2,55,68,64,45,55,31,318
433,#002,#388,Grotle,Grass,0,Green,Overgrow,0,Shell Armor ,4,1.1,97.0,75,89,85,55,65,36,405
434,#003,#389,Torterra,Grass,Ground,Green,Overgrow,0,Shell Armor ,4,2.2,310.0,95,109,105,75,85,56,525
435,#004,#390,Chimchar,Fire,0,Brown,Blaze,0,Iron Fist ,4,0.5,6.2,44,58,44,58,44,61,309
436,#005,#391,Monferno,Fire,Fighting,Brown,Blaze,0,Iron Fist ,4,0.9,22.0,64,78,52,78,52,81,405
437,#006,#392,Infernape,Fire,Fighting,Brown,Blaze,0,Iron Fist ,4,1.2,55.0,76,104,71,104,71,108,534
438,#007,#393,Piplup,Water,0,Blue,Torrent,0,Defiant ,4,0.4,5.2,53,51,53,61,56,40,314
439,#008,#394,Prinplup,Water,0,Blue,Torrent,0,Defiant ,4,0.8,23.0,64,66,68,81,76,50,405
440,#009,#395,Empoleon,Water,Steel,Blue,Torrent,0,Defiant ,4,1.7,84.5,84,86,88,111,101,60,530
441,#010,#396,Starly,Normal,Flying,Brown,Keen Eye,0,RecklessGen. VI+ ,4,0.3,2.0,40,55,30,30,30,60,245
442,#011,#397,Staravia,Normal,Flying,Brown,Intimidate,0,Reckless ,4,0.6,15.5,55,75,50,40,40,80,340
443,#012,#398,Staraptor,Normal,Flying,Brown,Intimidate,0,Reckless ,4,1.2,24.9,85,120,70,50,50,100,475
444,#013,#399,Bidoof,Normal,0,Brown,Simple,Unaware,Moody ,4,0.5,20.0,59,45,40,35,40,31,250
445,#014,#400,Bibarel,Normal,Water,Brown,Simple,Unaware,Moody ,4,1.0,31.5,79,85,60,55,60,71,410
446,#015,#401,Kricketot,Bug,0,Red,Shed Skin,0,Run Away ,4,0.3,2.2,37,25,41,25,41,25,194
447,#016,#402,Kricketune,Bug,0,Red,Swarm,0,Technician ,4,1.0,25.5,77,85,51,55,51,65,384
448,#017,#403,Shinx,Electric,0,Blue,Rivalry,Intimidate,Guts ,4,0.5,9.5,45,65,34,40,34,45,263
449,#018,#404,Luxio,Electric,0,Blue,Rivalry,Intimidate,Guts ,4,0.9,30.5,60,85,49,60,49,60,363
450,#019,#405,Luxray,Electric,0,Blue,Rivalry,Intimidate,Guts ,4,1.4,42.0,80,120,79,95,79,70,523
451,#025,#406,Budew,Grass,Poison,Green,Natural Cure,Poison Point,Leaf Guard ,4,0.2,1.2,40,30,35,50,70,55,280
452,#027,#407,Roserade,Grass,Poison,Green,Natural Cure,Poison Point,Technician ,4,0.9,14.5,60,70,55,125,105,90,505
453,#036,#408,Cranidos,Rock,0,Blue,Mold Breaker,0,Sheer Force ,4,0.9,31.5,67,125,40,30,30,58,350
454,#037,#409,Rampardos,Rock,0,Blue,Mold Breaker,0,Sheer Force ,4,1.6,102.5,97,165,60,65,50,58,495
455,#038,#410,Shieldon,Rock,Steel,Gray,Sturdy,0,Soundproof ,4,0.5,57.0,30,42,118,42,88,30,350
456,#039,#411,Bastiodon,Rock,Steel,Gray,Sturdy,0,Soundproof ,4,1.3,149.5,60,52,168,47,138,30,495
457,#045,#412,Burmy,Bug,0,Green,Shed Skin,0,Overcoat ,4,0.2,3.4,40,29,45,29,45,36,224
458,#045,#412,Burmy,Bug,0,Green,Shed Skin,0,Overcoat ,4,0.2,3.4,40,29,45,29,45,36,224
459,#045,#412,Burmy,Bug,0,Green,Shed Skin,0,Overcoat ,4,0.2,3.4,40,29,45,29,45,36,224
460,#046,#413,Wormadam,Bug,Grass,Green,Anticipation,0,Overcoat ,4,0.5,6.5,60,59,85,79,105,36,424
461,#046,#413,Wormadam,Bug,Ground,Green,Anticipation,0,Overcoat ,4,0.5,6.5,60,59,85,79,105,36,424
462,#046,#413,Wormadam,Bug,Steel,Green,Anticipation,0,Overcoat ,4,0.5,6.5,60,59,85,79,105,36,424
463,#047,#414,Mothim,Bug,Flying,Yellow,Swarm,0,Tinted Lens ,4,0.9,23.3,70,94,50,94,50,66,424
464,#053,#415,Combee,Bug,Flying,Yellow,Honey Gather,0,Hustle ,4,0.3,5.5,30,30,42,30,42,70,244
465,#054,#416,Vespiquen,Bug,Flying,Yellow,Pressure,0,Unnerve ,4,1.2,38.5,70,80,102,80,102,40,474
466,#055,#417,Pachirisu,Electric,0,White,Run Away,Pickup,Volt Absorb ,4,0.4,3.9,60,45,70,45,90,95,405
467,#056,#418,Buizel,Water,0,Brown,Swift Swim,0,Water Veil ,4,0.7,29.5,55,65,35,60,30,85,330
468,#057,#419,Floatzel,Water,0,Brown,Swift Swim,0,Water Veil ,4,1.1,33.5,85,105,55,85,50,115,495
469,#058,#420,Cherubi,Grass,0,Pink,0,0,Cacophony ,4,0.4,3.3,45,35,45,62,53,35,275
470,#059,#421,Cherrim,Grass,0,Purple,0,0,Cacophony ,4,0.5,9.3,70,60,70,87,78,85,450
471,#060,#422,Shellos,Water,0,Purple,Sticky Hold,Storm Drain,Sand Force ,4,0.3,6.3,76,48,48,57,62,34,325
472,#060,#422,Shellos,Water,0,Purple,Sticky Hold,Storm Drain,Sand Force ,4,0.3,6.3,76,48,48,57,62,34,325
473,#061,#423,Gastrodon,Water,Ground,Purple,Sticky Hold,Storm Drain,Sand Force ,4,0.9,29.9,111,83,68,92,82,39,475
474,#061,#423,Gastrodon,Water,Ground,Purple,Sticky Hold,Storm Drain,Sand Force ,4,0.9,29.9,111,83,68,92,82,39,475
475,#064,#424,Ambipom,Normal,0,Purple,Technician,Pickup,Skill Link ,4,1.2,20.3,75,100,66,60,66,115,482
476,#065,#425,Drifloon,Ghost,Flying,Purple,Aftermath,Unburden,Flare Boost ,4,0.4,1.2,90,50,34,60,44,70,348
477,#066,#426,Drifblim,Ghost,Flying,Purple,Aftermath,Unburden,Flare Boost ,4,1.2,15.0,150,80,44,90,54,80,498
478,#067,#427,Buneary,Normal,0,Brown,Run Away,Klutz,Limber ,4,0.4,5.5,55,66,44,44,56,85,350
479,#068,#428,Lopunny,Normal,0,Brown,Cute Charm,KlutzLopunny,Limber ,4,1.2,33.3,65,76,84,54,96,105,480
480,#073,#429,Mismagius,Ghost,0,Purple,0,0,Cacophony ,4,0.9,4.4,60,60,60,105,105,105,495
481,#075,#430,Honchkrow,Dark,Flying,Black,Insomnia,Super Luck,Moxie ,4,0.9,27.3,100,125,52,105,52,71,505
482,#076,#431,Glameow,Normal,0,Gray,Limber,Own Tempo,Keen Eye ,4,0.5,3.9,49,55,42,42,37,85,310
483,#077,#432,Purugly,Normal,0,Gray,Thick Fat,Own Tempo,Defiant ,4,1.0,43.8,71,82,64,64,59,112,452
484,#082,#433,Chingling,Psychic,0,Yellow,0,0,Cacophony ,4,0.2,0.6,45,30,50,65,50,45,285
485,#084,#434,Stunky,Poison,Dark,Purple,Stench,Aftermath,Keen Eye ,4,0.4,19.2,63,63,47,41,41,74,329
486,#085,#435,Skuntank,Poison,Dark,Purple,Stench,Aftermath,Keen Eye ,4,1.0,38.0,103,93,67,71,61,84,479
487,#088,#436,Bronzor,Steel,Psychic,Green,Levitate,Heatproof,Heavy Metal ,4,0.5,60.5,57,24,86,24,86,23,300
488,#089,#437,Bronzong,Steel,Psychic,Green,Levitate,Heatproof,Heavy Metal ,4,1.3,187.0,67,89,116,79,116,33,500
489,#092,#438,Bonsly,Rock,0,Brown,Sturdy,Rock Head,Rattled ,4,0.5,15.0,50,80,95,10,45,10,290
490,#094,#439,Mime Jr.,Psychic,Fairy,Pink,Soundproof,Filter,Technician ,4,0.6,13.0,20,25,45,70,90,60,310
491,#096,#440,Happiny,Normal,0,Pink,Natural Cure,Serene Grace,Friend Guard ,4,0.6,24.4,100,5,5,15,65,30,220
492,#102,#441,Chatot,Normal,Flying,Black,Keen Eye,Tangled Feet,Big Pecks ,4,0.5,1.9,76,65,45,92,42,91,411
493,#108,#442,Spiritomb,Ghost,Dark,Purple,Pressure,0,Infiltrator ,4,1.0,108.0,50,92,108,92,108,35,485
494,#109,#443,Gible,Dragon,Ground,Blue,Sand Veil,0,Rough Skin ,4,0.7,20.5,58,70,45,40,45,42,300
495,#110,#444,Gabite,Dragon,Ground,Blue,Sand Veil,0,Rough Skin ,4,1.4,56.0,68,90,65,50,55,82,410
496,#111,#445,Garchomp,Dragon,Ground,Blue,Sand VeilGarchomp,0,Rough Skin ,4,1.9,95.0,108,130,95,80,85,102,600
497,#112,#446,Munchlax,Normal,0,Black,Pickup,Thick Fat,Gluttony ,4,0.6,105.0,135,85,40,40,85,5,390
498,#115,#447,Riolu,Fighting,0,Blue,Steadfast,Inner Focus,Prankster ,4,0.7,20.2,40,70,40,35,40,60,285
499,#116,#448,Lucario,Fighting,Steel,Blue,Steadfast,Inner FocusLucario,Justified ,4,1.2,54.0,70,110,70,115,70,90,525
500,#122,#449,Hippopotas,Ground,0,Brown,Sand Stream,0,Sand Force ,4,0.8,49.5,68,72,78,38,42,32,330
501,#123,#450,Hippowdon,Ground,0,Brown,Sand Stream,0,Sand Force ,4,2.0,300.0,108,112,118,68,72,47,525
502,#127,#451,Skorupi,Poison,Bug,Purple,Battle Armor,Sniper,Keen Eye ,4,0.8,12.0,40,50,90,30,55,65,330
503,#128,#452,Drapion,Poison,Dark,Purple,Battle Armor,Sniper,Keen Eye ,4,1.3,61.5,70,90,110,60,75,95,500
504,#129,#453,Croagunk,Poison,Fighting,Blue,Anticipation,Dry Skin,Poison Touch ,4,0.7,23.0,48,61,40,61,40,50,300
505,#130,#454,Toxicroak,Poison,Fighting,Blue,Anticipation,Dry Skin,Poison Touch ,4,1.3,44.4,83,106,65,86,65,85,490
506,#131,#455,Carnivine,Grass,0,Green,0,0,Cacophony ,4,1.4,27.0,74,100,72,90,72,46,454
507,#134,#456,Finneon,Water,0,Blue,Swift Swim,Storm Drain,Water Veil ,4,0.4,7.0,49,49,56,49,61,66,330
508,#135,#457,Lumineon,Water,0,Blue,Swift Swim,Storm Drain,Water Veil ,4,1.2,24.0,69,69,76,69,86,91,460
509,#140,#458,Mantyke,Water,Flying,Blue,Swift Swim,Water Absorb,Water Veil ,4,1.0,65.0,45,20,50,60,120,50,345
510,#142,#459,Snover,Grass,Ice,White,Snow Warning,0,Soundproof ,4,1.0,50.5,60,62,50,62,60,40,334
511,#143,#460,Abomasnow,Grass,Ice,White,Snow WarningAbomasnow,0,Soundproof ,4,2.2,135.5,90,92,75,92,85,60,494
512,#145,#461,Weavile,Dark,Ice,Black,Pressure,0,Pickpocket ,4,1.1,34.0,70,120,65,45,85,125,510
513,#180,#462,Magnezone,Electric,Steel,Gray,Magnet Pull,Sturdy,Analytic ,4,1.2,180.0,70,70,115,130,90,60,535
514,#162,#463,Lickilicky,Normal,0,Pink,Own Tempo,Oblivious,Cloud Nine ,4,1.7,140.0,110,85,95,80,95,50,515
515,#188,#464,Rhyperior,Ground,Rock,Gray,Lightning Rod,Solid Rock,Reckless ,4,2.4,282.8,115,140,130,55,55,40,535
516,#182,#465,Tangrowth,Grass,0,Blue,Chlorophyll,Leaf Guard,Regenerator ,4,2.0,128.6,100,100,125,110,50,50,535
517,#199,#466,Electivire,Electric,0,Yellow,Motor Drive,0,Vital Spirit ,4,1.8,138.6,75,123,67,95,85,95,540
518,#202,#467,Magmortar,Fire,0,Red,Flame Body,0,Vital Spirit ,4,1.6,68.0,75,95,67,125,95,83,540
519,#175,#468,Togekiss,Fairy,Flying,White,Hustle,Serene Grace,Super Luck ,4,1.5,38.0,85,50,95,120,115,80,545
520,#184,#469,Yanmega,Bug,Flying,Green,Speed Boost,Tinted Lens,Frisk ,4,1.9,51.5,86,76,86,116,56,95,515
521,#169,#470,Leafeon,Grass,0,Green,Leaf Guard,0,Chlorophyll ,4,1.0,25.5,65,110,130,60,65,95,525
522,#170,#471,Glaceon,Ice,0,Blue,Snow Cloak,0,Ice Body ,4,0.8,25.9,65,60,110,130,95,65,525
523,#154,#472,Gliscor,Ground,Flying,Purple,Hyper Cutter,Sand Veil,Poison Heal ,4,2.0,42.5,75,95,125,45,75,95,510
524,#205,#473,Mamoswine,Ice,Ground,Brown,Oblivious,Snow Cloak,Thick Fat ,4,2.5,291.0,110,130,80,70,60,80,530
525,#194,#474,Porygon-Z,Normal,0,Red,Adaptability,Download,Analytic ,4,0.9,34.0,85,80,70,135,75,90,535
526,#160,#475,Gallade,Psychic,Fighting,White,SteadfastGallade,0,Justified ,4,1.6,52.0,68,125,65,65,115,80,518
527,#156,#476,Probopass,Rock,Steel,Gray,Sturdy,Magnet Pull,Sand Force ,4,1.4,340.0,60,55,145,75,150,40,525
528,#191,#477,Dusknoir,Ghost,0,Black,Pressure,0,FriskGen VI+ ,4,2.2,106.6,45,100,135,65,135,45,525
529,#208,#478,Froslass,Ice,Ghost,White,Snow Cloak,0,Cursed Body ,4,1.3,26.6,70,80,70,80,70,110,480
530,#152,#479,Rotom,Electric,Ghost,Red,0,0,Cacophony ,4,0.3,0.3,50,50,77,95,77,91,440
531,#152,#479,Rotom,Electric,Fire,Red,0,0,Cacophony ,4,0.3,0.3,50,50,77,95,77,91,440
532,#152,#479,Rotom,Electric,Water,Red,0,0,Cacophony ,4,0.3,0.3,50,50,77,95,77,91,440
533,#152,#479,Rotom,Electric,Ice,Red,0,0,Cacophony ,4,0.3,0.3,50,50,77,95,77,91,440
534,#152,#479,Rotom,Electric,Flying,Red,0,0,Cacophony ,4,0.3,0.3,50,50,77,95,77,91,440
535,#152,#479,Rotom,Electric,Grass,Red,0,0,Cacophony ,4,0.3,0.3,50,50,77,95,77,91,440
536,#146,#480,Uxie,Psychic,0,Yellow,0,0,Cacophony ,4,0.3,0.3,75,75,130,75,130,95,580
537,#147,#481,Mesprit,Psychic,0,Pink,0,0,Cacophony ,4,0.3,0.3,80,105,105,105,105,80,580
538,#148,#482,Azelf,Psychic,0,Blue,0,0,Cacophony ,4,0.3,0.3,75,125,70,125,70,115,580
539,#149,#483,Dialga,Steel,Dragon,White,Pressure,0,Telepathy ,4,5.4,683.0,100,120,120,150,100,90,680
540,,#483,Dialga,Steel,Dragon,White,Pressure,0,Telepathy ,4,5.4,683.0,100,120,120,150,100,90,680
541,#150,#484,Palkia,Water,Dragon,Purple,Pressure,0,Telepathy ,4,4.2,336.0,90,120,100,150,120,100,680
542,,#484,Palkia,Water,Dragon,Purple,Pressure,0,Telepathy ,4,4.2,336.0,90,120,100,150,120,100,680
543,,#485,Heatran,Fire,Steel,Brown,Flash Fire,0,Flame Body ,4,1.7,430.0,91,90,106,130,106,77,600
544,,#486,Regigigas,Normal,0,White,0,0,Cacophony ,4,3.7,420.0,110,160,110,80,110,100,670
545,#210,#487,Giratina,Ghost,Dragon,Black,PressureAltered Forme,0,TelepathyAltered Forme ,4,4.5,750.0,150,100,120,100,120,90,680
546,#210,#487,Giratina,Ghost,Dragon,Black,PressureAltered Forme,0,TelepathyAltered Forme ,4,4.5,750.0,150,100,120,100,120,90,680
547,,#488,Cresselia,Psychic,0,Yellow,0,0,Cacophony ,4,1.5,85.6,120,70,120,75,130,85,600
548,,#489,Phione,Water,0,Blue,0,0,Cacophony ,4,0.4,3.1,80,80,80,80,80,80,480
549,#151,#490,Manaphy,Water,0,Blue,0,0,Cacophony ,4,0.3,1.4,100,100,100,100,100,100,600
550,,#491,Darkrai,Dark,0,Black,0,0,Cacophony ,4,1.5,50.5,70,90,90,135,90,125,600
551,,#492,Shaymin,Grass,0,Green,Natural CureLand Forme,0,Cacophony ,4,0.2,2.1,100,100,100,100,100,100,600
552,,#492,Shaymin,Grass,Flying,Green,Natural CureLand Forme,0,Cacophony ,4,0.2,2.1,100,100,100,100,100,100,600
553,,#493,Arceus,Normal,0,White,0,0,Cacophony ,4,3.2,320.0,120,120,120,120,120,120,720
554,#000,#494,Victini,Psychic,Fire,Yellow,0,0,Cacophony ,5,0.4,4.0,100,100,100,100,100,100,600
555,#001,#495,Snivy,Grass,0,Green,Overgrow,0,Contrary ,5,0.6,8.1,45,45,55,45,55,63,308
556,#002,#496,Servine,Grass,0,Green,Overgrow,0,Contrary ,5,0.8,16.0,60,60,75,60,75,83,413
557,#003,#497,Serperior,Grass,0,Green,Overgrow,0,Contrary ,5,3.3,63.0,75,75,95,75,95,113,528
558,#004,#498,Tepig,Fire,0,Red,Blaze,0,Thick Fat ,5,0.5,9.9,65,63,45,45,45,45,308
559,#005,#499,Pignite,Fire,Fighting,Red,Blaze,0,Thick Fat ,5,1.0,55.5,90,93,55,70,55,55,418
560,#006,#500,Emboar,Fire,Fighting,Red,Blaze,0,Reckless ,5,1.6,150.0,110,123,65,100,65,65,528
561,#007,#501,Oshawott,Water,0,Blue,Torrent,0,Shell Armor ,5,0.5,5.9,55,55,45,63,45,45,308
562,#008,#502,Dewott,Water,0,Blue,Torrent,0,Shell Armor ,5,0.8,24.5,75,75,60,83,60,60,413
563,#009,#503,Samurott,Water,0,Blue,Torrent,0,Shell Armor ,5,1.5,94.6,95,100,85,108,70,70,528
564,,#503,Samurott,Water,Dark,Blue,Torrent,0,Shell Armor ,5,1.5,94.6,95,100,85,108,70,70,528
565,#010,#504,Patrat,Normal,0,Brown,Run Away,Keen Eye,Analytic ,5,0.5,11.6,45,55,39,35,39,42,255
566,#011,#505,Watchog,Normal,0,Brown,Illuminate,Keen Eye,Analytic ,5,1.1,27.0,60,85,69,60,69,77,420
567,#012,#506,Lillipup,Normal,0,Brown,Vital Spirit,Pickup,Run Away ,5,0.4,4.1,45,60,45,25,45,55,275
568,#013,#507,Herdier,Normal,0,Gray,Intimidate,Sand Rush,Scrappy ,5,0.9,14.7,65,80,65,35,65,60,370
569,#014,#508,Stoutland,Normal,0,Gray,Intimidate,Sand Rush,Scrappy ,5,1.2,61.0,85,100,90,45,90,80,490
570,#015,#509,Purrloin,Dark,0,Purple,Limber,Unburden,Prankster ,5,0.4,10.1,41,50,37,50,37,66,281
571,#016,#510,Liepard,Dark,0,Purple,Limber,Unburden,Prankster ,5,1.1,37.5,64,88,50,88,50,106,446
572,#017,#511,Pansage,Grass,0,Green,Gluttony,0,Overgrow ,5,0.6,10.5,50,53,48,53,48,64,316
573,#018,#512,Simisage,Grass,0,Green,Gluttony,0,Overgrow ,5,1.1,30.5,75,98,63,98,63,101,498
574,#019,#513,Pansear,Fire,0,Red,Gluttony,0,Blaze ,5,0.6,11.0,50,53,48,53,48,64,316
575,#020,#514,Simisear,Fire,0,Red,Gluttony,0,Blaze ,5,1.0,28.0,75,98,63,98,63,101,498
576,#021,#515,Panpour,Water,0,Blue,Gluttony,0,Torrent ,5,0.6,13.5,50,53,48,53,48,64,316
577,#022,#516,Simipour,Water,0,Blue,Gluttony,0,Torrent ,5,1.0,29.0,75,98,63,98,63,101,498
578,#023,#517,Munna,Psychic,0,Pink,Forewarn,Synchronize,Telepathy ,5,0.6,23.3,76,25,45,67,55,24,292
579,#024,#518,Musharna,Psychic,0,Pink,Forewarn,Synchronize,Telepathy ,5,1.1,60.5,116,55,85,107,95,29,487
580,#025,#519,Pidove,Normal,Flying,Gray,Big Pecks,Super Luck,Rivalry ,5,0.3,2.1,50,55,50,36,30,43,264
581,#026,#520,Tranquill,Normal,Flying,Gray,Big Pecks,Super Luck,Rivalry ,5,0.6,15.0,62,77,62,50,42,65,358
582,#027,#521,Unfezant,Normal,Flying,Gray,Big Pecks,Super Luck,Rivalry ,5,1.2,29.0,80,105,80,65,55,93,478
583,#027,#521,Unfezant,Normal,Flying,Gray,Big Pecks,Super Luck,Rivalry ,5,1.2,29.0,80,105,80,65,55,93,478
584,#028,#522,Blitzle,Electric,0,Black,Lightning Rod,Motor Drive,Sap Sipper ,5,0.8,29.8,45,60,32,50,32,76,295
585,#029,#523,Zebstrika,Electric,0,Black,Lightning Rod,Motor Drive,Sap Sipper ,5,1.6,79.5,75,100,63,80,63,116,497
586,#030,#524,Roggenrola,Rock,0,Blue,Sturdy,Weak ArmorGen VII+,Sand Force ,5,0.4,18.0,55,75,85,25,25,15,280
587,#031,#525,Boldore,Rock,0,Blue,Sturdy,Weak ArmorGen VII+,Sand Force ,5,0.9,102.0,70,105,105,50,40,20,390
588,#032,#526,Gigalith,Rock,0,Blue,Sturdy,Sand StreamGen VII+,Sand Force ,5,1.7,260.0,85,135,130,60,70,25,505
589,#033,#527,Woobat,Psychic,Flying,Blue,Unaware,Klutz,Simple ,5,0.4,2.1,55,45,43,55,43,72,313
590,#034,#528,Swoobat,Psychic,Flying,Blue,Unaware,Klutz,Simple ,5,0.9,10.5,67,57,55,77,55,114,425
591,#035,#529,Drilbur,Ground,0,Gray,Sand Rush,Sand Force,Mold Breaker ,5,0.3,8.5,60,85,40,30,45,68,328
592,#036,#530,Excadrill,Ground,Steel,Gray,Sand Rush,Sand Force,Mold Breaker ,5,0.7,40.4,110,135,60,50,65,88,508
593,#037,#531,Audino,Normal,0,Pink,Healer,RegeneratorAudino,Klutz ,5,1.1,31.0,103,60,86,60,86,50,445
594,#038,#532,Timburr,Fighting,0,Gray,Guts,Sheer Force,Iron Fist ,5,0.6,12.5,75,80,55,25,35,35,305
595,#039,#533,Gurdurr,Fighting,0,Gray,Guts,Sheer Force,Iron Fist ,5,1.2,40.0,85,105,85,40,50,40,405
596,#040,#534,Conkeldurr,Fighting,0,Brown,Guts,Sheer Force,Iron Fist ,5,1.4,87.0,105,140,95,55,65,45,505
597,#041,#535,Tympole,Water,0,Blue,Swift Swim,Hydration,Water Absorb ,5,0.5,4.5,50,50,40,50,40,64,294
598,#042,#536,Palpitoad,Water,Ground,Blue,Swift Swim,Hydration,Water Absorb ,5,0.8,17.0,75,65,55,65,55,69,384
599,#043,#537,Seismitoad,Water,Ground,Blue,Swift Swim,Poison Touch,Water Absorb ,5,1.5,62.0,105,85,75,85,75,74,499
600,#044,#538,Throh,Fighting,0,Red,Guts,Inner Focus,Mold Breaker ,5,1.3,55.5,120,100,85,30,85,45,465
601,#045,#539,Sawk,Fighting,0,Blue,Sturdy,Inner Focus,Mold Breaker ,5,1.4,51.0,75,125,75,30,75,85,465
602,#046,#540,Sewaddle,Bug,Grass,Yellow,Swarm,Chlorophyll,Overcoat ,5,0.3,2.5,45,53,70,40,60,42,310
603,#047,#541,Swadloon,Bug,Grass,Green,Leaf Guard,Chlorophyll,Overcoat ,5,0.5,7.3,55,63,90,50,80,42,380
604,#048,#542,Leavanny,Bug,Grass,Yellow,Swarm,Chlorophyll,Overcoat ,5,1.2,20.5,75,103,80,70,70,92,490
605,#049,#543,Venipede,Bug,Poison,Red,Poison Point,Swarm,Speed Boost ,5,0.4,5.3,30,45,59,30,39,57,260
606,#050,#544,Whirlipede,Bug,Poison,Gray,Poison Point,Swarm,Speed Boost ,5,1.2,58.5,40,55,99,40,79,47,360
607,#051,#545,Scolipede,Bug,Poison,Red,Poison Point,Swarm,Speed Boost ,5,2.5,200.5,60,90,89,55,69,112,475
608,#052,#546,Cottonee,Grass,Fairy,Green,Prankster,Infiltrator,Chlorophyll ,5,0.3,0.6,40,27,60,37,50,66,280
609,#053,#547,Whimsicott,Grass,Fairy,Green,Prankster,Infiltrator,Chlorophyll ,5,0.7,6.6,60,67,85,77,75,116,480
610,#054,#548,Petilil,Grass,0,Green,Chlorophyll,Own Tempo,Leaf Guard ,5,0.5,6.6,45,35,50,70,50,30,280
611,#055,#549,Lilligant,Grass,0,Green,Chlorophyll,Own TempoLilligant,Leaf Guard ,5,1.1,16.3,70,60,75,110,75,90,480
612,,#549,Lilligant,Grass,Fighting,Green,Chlorophyll,Own TempoLilligant,Leaf Guard ,5,1.1,16.3,70,60,75,110,75,90,480
613,#056,#550,Basculin,Water,0,Green,Reckless,AdaptabilityRed-Striped Form,Mold Breaker ,5,1.0,18.0,70,92,65,80,55,98,460
614,#056,#550,Basculin,Water,0,Green,Reckless,AdaptabilityRed-Striped Form,Mold Breaker ,5,1.0,18.0,70,92,65,80,55,98,460
615,,#550,Basculin,Water,0,Green,Reckless,AdaptabilityRed-Striped Form,Mold Breaker ,5,1.0,18.0,70,92,65,80,55,98,460
616,#057,#551,Sandile,Ground,Dark,Brown,Intimidate,Moxie,Anger Point ,5,0.7,15.2,50,72,35,35,35,65,292
617,#058,#552,Krokorok,Ground,Dark,Brown,Intimidate,Moxie,Anger Point ,5,1.0,33.4,60,82,45,45,45,74,351
